iter,loss,rmse
266,2.9026,0.7020
267,2.9001,0.7042
268,2.8976,0.6974
269,2.8950,0.6925
270,2.8925,0.6939
271,2.8900,0.6984
272,2.8876,0.6984
273,2.8851,0.6924
274,2.8826,0.6920
275,2.8802,0.6977
276,2.8778,0.6997
277,2.8754,0.6959
278,2.8731,0.6981
279,2.8707,0.7019
280,2.8684,0.6953
281,2.8661,0.6903
282,2.8638,0.6967
283,2.8615,0.6937
284,2.8592,0.7013
285,2.8570,0.7005
286,2.8547,0.6945
287,2.8525,0.6904
288,2.8502,0.6895
289,2.8480,0.6933
290,2.8458,0.6972
291,2.8435,0.6936
292,2.8413,0.6981
293,2.8391,0.6893
294,2.8370,0.6951
295,2.8349,0.7002
296,2.8327,0.6853
297,2.8306,0.6841
298,2.8285,0.6940
299,2.8264,0.6942
300,2.8243,0.6931
301,2.8223,0.6946
302,2.8202,0.6936
303,2.8182,0.6998
304,2.8162,0.6909
305,2.8142,0.6933
306,2.8121,0.6857
307,2.8101,0.6975
308,2.8081,0.6895
309,2.8062,0.6881
310,2.8042,0.6974
311,2.8024,0.6974
312,2.8004,0.6883
313,2.7985,0.6838
314,2.7965,0.6842
315,2.7946,0.6861
316,2.7927,0.6851
317,2.7908,0.6817
318,2.7890,0.6874
319,2.7871,0.6844
320,2.7852,0.6855
321,2.7834,0.6884
322,2.7815,0.6807
323,2.7797,0.6875
324,2.7779,0.6823
325,2.7761,0.6939
326,2.7743,0.6915
327,2.7725,0.6812
328,2.7708,0.6976
329,2.7691,0.6907
330,2.7673,0.6881
331,2.7656,0.6854
332,2.7638,0.6822
333,2.7621,0.6914
334,2.7604,0.6824
335,2.7587,0.6864
336,2.7570,0.6941
337,2.7553,0.6778
338,2.7536,0.6862
339,2.7520,0.6879
340,2.7503,0.6843
341,2.7486,0.6862
342,2.7470,0.6838
343,2.7454,0.6812
344,2.7437,0.6827
345,2.7421,0.6859
346,2.7405,0.6797
347,2.7389,0.6839
348,2.7373,0.6823
349,2.7358,0.6877
350,2.7342,0.6799
351,2.7326,0.6905
352,2.7311,0.6820
353,2.7295,0.6843
354,2.7280,0.6874
355,2.7264,0.6804
356,2.7248,0.6686
357,2.7233,0.6826
358,2.7218,0.6870
359,2.7203,0.6760
360,2.7188,0.6857
361,2.7173,0.6944
362,2.7158,0.6746
363,2.7144,0.6874
364,2.7129,0.6818
365,2.7114,0.6863
366,2.7100,0.6838
367,2.7085,0.6842
368,2.7071,0.6796
369,2.7057,0.6788
370,2.7042,0.6831
371,2.7028,0.6737
372,2.7014,0.6697
373,2.6999,0.6783
374,2.6986,0.6944
375,2.6972,0.6860
376,2.6958,0.6838
377,2.6944,0.6718
378,2.6931,0.6820
379,2.6917,0.6880
380,2.6904,0.6804
381,2.6890,0.6794
382,2.6877,0.6758
383,2.6863,0.6842
384,2.6850,0.6800
385,2.6837,0.6768
386,2.6823,0.6763
387,2.6810,0.6746
388,2.6797,0.6766
389,2.6784,0.6823
390,2.6771,0.6800
391,2.6758,0.6784
392,2.6745,0.6864
393,2.6733,0.6895
394,2.6720,0.6771
395,2.6707,0.6693
396,2.6694,0.6720
397,2.6682,0.6800
398,2.6669,0.6776
399,2.6657,0.6826
400,2.6645,0.6806
401,2.6632,0.6728
402,2.6620,0.6838
403,2.6608,0.6732
404,2.6595,0.6752
405,2.6583,0.6761
406,2.6571,0.6749
407,2.6559,0.6823
408,2.6547,0.6718
409,2.6535,0.6724
410,2.6523,0.6725
411,2.6511,0.6809
412,2.6499,0.6710
413,2.6487,0.6730
414,2.6476,0.6797
415,2.6464,0.6741
416,2.6452,0.6753
417,2.6440,0.6670
418,2.6429,0.6792
419,2.6418,0.6891
420,2.6406,0.6715
421,2.6395,0.6723
422,2.6383,0.6818
423,2.6372,0.6711
424,2.6361,0.6692
425,2.6349,0.6737
426,2.6339,0.6841
427,2.6327,0.6744
428,2.6316,0.6716
429,2.6305,0.6769
430,2.6294,0.6705
