iter,loss,rmse
1,0.8047,1.5328
2,1.0699,1.4804
3,1.2003,1.3358
4,1.2762,1.3064
5,1.3247,1.2979
6,1.3581,1.1021
7,1.3824,1.2462
8,1.4004,1.1968
9,1.4143,1.1129
10,1.4249,1.1244
11,1.4337,1.2589
12,1.4409,1.2368
13,1.4463,1.1128
14,1.4509,1.0612
15,1.4545,1.0235
16,1.4567,1.0928
17,1.4593,1.2222
